token_id,name,mouth,background,clothes,fur,head,head accessory,finish,jewellery,vision,eyes,defense,shooting,rarity_score,rarity_rank
996,Kong #996,Ooh,Purple,Hawaii Shirt,Grey,,,59,,76,Bloodshot,27,38,10423.957398768633,3970.0
997,Kong #997,Ooh,Purple,Monk Robe,Green,Purple Bandana,,62,,36,Closed Scar,35,42,10353.546338678338,5633.0
998,Kong #998,Regular,Red,Dego Tee Blooded,Red,Winter Hat,,43,,76,Closed,61,63,10384.208105383896,4778.0
999,Kong #999,Scream,Brown,White Tee,Brown,,,58,,39,Wide,35,68,10267.132852709146,9015.0
1000,Kong #1000,Missing Teeth,Light Blue,,Brown,,Red Shades,57,,63,Bloodshot,34,60,10287.889986802633,8190.0
1001,Kong #1001,Gold Smirk,Light Blue,Shaolin Vest,Sky Blue,,Vibe Glasses,32,,54,Sad,37,45,10335.835973083871,6221.0
1002,Kong #1002,Gold Smirk,Gold,White Tee,White Noise,,Red Shades,58,,45,Angry,53,54,10484.788769349469,3156.0
1003,Kong #1003,Regular,Cyan,Red Kimono,Brown,Beanie,,67,,36,Angry Scar,41,56,10305.853437809004,7405.0
1004,Kong #1004,Gold Saber Toothed,Pink,Dress,Brown,,,28,,37,Regular,53,51,10311.196744114332,7185.0
1005,Kong #1005,Drool,Grey,Yellow Suit,Grey,,,32,,42,Closed,61,33,10353.052686955214,5654.0
1006,Kong #1006,Shows Teeth,Pink,Fusion Gi,Brown,Russian Cap,,47,,25,Closed,49,77,10499.437430125141,3003.0
1007,Kong #1007,Drool,Gold,,Sky Blue,,,68,,40,Wide,54,67,10508.877355940072,2898.0
1008,Kong #1008,Scream,Light Grey,Dego Tee Blooded,Grey,RKL Cap Forward,,68,,53,Wide,58,42,10279.385693727172,8535.0
1009,Kong #1009,Ooh,Cyan,Shaolin Vest,Green,Russian Cap,,52,,35,Wide,49,59,10278.809940883975,8554.0
1010,Kong #1010,Scream,Yellow,Dress,Sky Blue,King Band,,40,,64,Bloodshot,70,56,10363.86910169996,5314.0
1011,Kong #1011,Regular,Light Blue,Green Kimono,Pink,,3D Glasses,55,,36,Wide,38,31,10320.078607998963,6863.0
1012,Kong #1012,Ooh,Light Grey,Hawaii Shirt,White Noise,,Gold Stud,49,,57,Regular,33,50,10300.979608528653,7616.0
1013,Kong #1013,Scream,Purple,Tracksuit,Brown,Beanie,,13,,57,Regular,34,65,10705.89871389942,1541.0
1014,Kong #1014,Scream,Dark Blue,RKL Tee,Black,,,69,,48,Regular,45,41,10307.406007890277,7337.0
1015,Kong #1015,Scream,Pink,Dress,Red,,,28,,39,Regular,57,54,10300.764219518727,7627.0
1016,Kong #1016,Regular,Yellow,Red Kimono,Brown,,,47,,29,Wide,68,37,10337.066386210547,6177.0
1017,Kong #1017,Gold Smirk,Purple,RKL Tee,White Noise,,,36,,48,Regular,38,47,10267.063585170668,9016.0
1018,Kong #1018,Drool,Cyan,Biker Jacket,Black,,3D Glasses,35,,64,Angry,55,52,10286.516219523846,8251.0
1019,Kong #1019,Scream,Cyan,Cyan Jersey,Green,,,45,,59,Wide Scar,27,53,10311.28889788081,7181.0
1020,Kong #1020,Regular,Red,Red Kimono,Pink,,,39,,75,Wide,95,41,13648.913051824016,57.0
1021,Kong #1021,Kiss,Grey,Striped Tee,Grey,Green Beret,Blue Shades,73,,58,Wide,45,49,10369.672339904559,5141.0
1022,Kong #1022,Regular,Purple,Cyan Jersey,Black,,Red Shades,63,,42,Angry,25,14,10715.47054022653,1499.0
1023,Kong #1023,Scream,Purple,Cyan Jersey,Sky Blue,Winter Hat,,54,,40,Wide,40,56,10267.912579968368,8984.0
1024,Kong #1024,Regular,Pink,Robo Arm,Camo,,,19,Silver Chain,69,Heterochromia,38,28,11756.39720121361,325.0
1025,Kong #1025,Regular,Cyan,Lab Coat,Grey,,,45,,35,Closed,44,25,10381.323073206675,4849.0
1026,Kong #1026,Tongue Out,Grey,Striped Tee,White Noise,Bowler,Blue Shades,82,,38,Wide,51,48,10602.84044451752,2130.0
1027,Kong #1027,Tongue Out,Red,Dego Tee Blooded,Red,Green Beret,,72,,60,Angry Wink,56,52,10327.596616014385,6558.0
1028,Kong #1028,Missing Teeth,Light Grey,Biker Jacket,Brown,Bowler,,38,,48,Regular,59,61,10274.39075159354,8726.0
1029,Kong #1029,Gold Smirk,Cyan,,White Noise,Tophat,,32,,60,Closed,74,42,10388.249489202746,4664.0
1030,Kong #1030,Gold Saber Toothed,Pink,,Black,,,54,,46,Sad,36,55,10223.845231932874,9929.0
1031,Kong #1031,Saber Toothed,Light Grey,Shaolin Vest,Sky Blue,Cap Forward,,49,,34,Regular,46,34,10291.582509324287,8034.0
1032,Kong #1032,Shows Teeth,Red,,Black,Winter Hat,,64,,45,Angry Wink,37,36,10285.720039001078,8280.0
1033,Kong #1033,Regular,Grey,Dego Tee Blooded,Sky Blue,Cap Forward,,73,,68,Angry Wink,38,74,10457.811253455004,3511.0
1034,Kong #1034,Tongue Out,Yellow,Navy Suit,Black,,,57,,48,Wide,44,33,10270.204046880077,8886.0
1035,Kong #1035,Shows Teeth,Purple,Dego Tee Blooded,Black,Russian Cap,,28,,56,Closed,86,45,10946.988603886362,979.0
1036,Kong #1036,Gold Smirk,Cyan,,Grey,Blue Pigtails,,39,,50,Regular,59,26,10313.88864623184,7084.0
1037,Kong #1037,Ooh,Brown,Tracksuit,Pink,RKL Cap Forward,3D Glasses,83,,88,Wide,72,40,11786.647780934893,311.0
1038,Kong #1038,Regular,Red,Biker Jacket,Brown,RKL Cap Forward,,28,,31,Angry Wink,71,55,10373.346001448668,5051.0
1039,Kong #1039,Regular,Grey,,Red,Blue Pigtails,,84,,38,Bloodshot,38,61,10627.375189018387,1989.0
1040,Kong #1040,Regular,Cyan,,Black,,3D Glasses,44,,45,Angry Wink,46,31,10258.117551810796,9334.0
1041,Kong #1041,Regular,Brown,Fusion Gi,Black,RKL Cap Sideways,,41,,61,Wide,44,44,10264.057697195065,9133.0
1042,Kong #1042,Shows Teeth,Cyan,White Tee,Black,Red Bandana,,80,,32,Angry Scar,54,27,10632.115025058423,1955.0
1043,Kong #1043,Ooh,Red,White Tee,Pink,Beanie,Vibe Glasses,51,,24,Angry,52,39,10344.50132504795,5938.0
1044,Kong #1044,Tongue Out,Dark Blue,Striped Tee,Grey,Red Bandana,,40,,36,Regular,61,56,10280.977109905096,8475.0
1045,Kong #1045,Referee,Light Grey,Monk Robe,Pink,,,50,,32,Wide Scar,52,56,10357.443190817032,5507.0
1046,Kong #1046,Kiss,Grey,Biker Jacket,Green,Horse Jockey Hat,Vibe Glasses,35,,67,Angry Scar,59,42,10346.331396018326,5886.0
1047,Kong #1047,Gold Scream,Red,Navy Suit,Red,,,63,,52,Regular,59,65,10299.59507272871,7668.0
1048,Kong #1048,Regular,Brown,,Brown,,,36,,43,Closed,66,44,10227.990002328062,9897.0
1049,Kong #1049,Saber Toothed,Purple,White Tee,Pink,Winter Hat,,57,,26,Angry Scar,58,61,10337.19757439529,6173.0
1050,Kong #1050,Referee,Gold,White Tee,Grey,RKL Cap Forward,,60,,65,Wide,65,17,10900.996397012223,1034.0
1051,Kong #1051,Gold Saber Toothed,Light Grey,Dress,Brown,,,57,,87,Angry Wink,59,68,10780.978349736153,1249.0
1052,Kong #1052,Saber Toothed,Yellow,Trippy Tee,Pink,,,17,,64,Regular,54,59,10609.399266399081,2081.0
1053,Kong #1053,Scream,Red,Striped Tee,Black,King Band,,19,,33,Angry,52,46,10475.085737388708,3281.0
1054,Kong #1054,Shows Teeth,Dark Blue,Striped Tee,Brown,King Band,,38,,55,Wide,46,65,10277.708213655851,8596.0
1055,Kong #1055,Gold Smirk,Purple,RKL Tee,Black,Cap Forward,,37,,48,Wide,72,42,10360.584474099027,5422.0
1056,Kong #1056,Gold Scream,Brown,Shaolin Vest,Brown,,,55,,51,Regular,55,46,10228.555762541499,9890.0
1057,Kong #1057,Regular,Purple,Tracksuit,Red,Ski Glasses,,40,,41,Closed Scar,49,38,10303.700823917767,7505.0
1058,Kong #1058,Scream,Purple,Cheetah Dego Tee,Brown,Cap Forward,,57,,32,Wide,43,59,10304.980166113653,7439.0
1059,Kong #1059,Gold Scream,Purple,Striped Tee,Black,,,40,,14,Regular,40,59,10616.394233378567,2045.0
1060,Kong #1060,Shows Teeth,Cyan,Trippy Tee,Grey,,Gem Earring,61,,60,Wide Scar,44,49,10307.024277009925,7352.0
1061,Kong #1061,Tongue Out,Red,Hawaii Shirt,Brown,Green Beret,,25,,66,Sad,54,50,10379.765661285966,4889.0
1062,Kong #1062,Regular,Purple,,Pink,Beanie,,43,,35,Angry,52,65,10256.05393311176,9387.0
1063,Kong #1063,Missing Teeth,Cyan,,Brown,Blonde Bun,Red Shades,56,,26,Regular,63,19,10533.842457207882,2641.0
1064,Kong #1064,Gold Smirk,Yellow,RKL Tee,Black,Ski Glasses,Gold Stud,60,,43,Angry,55,46,10346.356357214665,5885.0
1065,Kong #1065,Ooh,Light Blue,Navy Suit,Brown,,Blue Shades,44,,57,Regular,50,51,10253.140330865086,9453.0
1066,Kong #1066,Regular,Pink,Hawaii Shirt,Black,Green Beret,,62,,34,Angry,39,50,10286.679782340934,8239.0
1067,Kong #1067,Scream,Gold,White Tee,Black,Horse Jockey Hat,Red Shades,53,,41,Regular,29,33,10574.132962975402,2313.0
1068,Kong #1068,Saber Toothed,Light Blue,Hawaii Shirt,Grey,,Broken Glasses,32,,68,Closed,62,63,10384.052342491443,4784.0
1069,Kong #1069,Shows Teeth,Dark Blue,,White Noise,Blonde Bun,Gold Stud,30,,33,Regular,78,30,10519.274194373125,2780.0
1070,Kong #1070,Shows Teeth,Light Blue,Biker Jacket,Pink,RKL Cap Forward,Gold Stud,79,,54,Wide,40,42,10456.89427759117,3523.0
1071,Kong #1071,Scream,Pink,Cheetah Dego Tee,Red,Tophat,,56,,60,Closed,23,97,13697.389339077885,51.0
1072,Kong #1072,Gold Scream,Brown,Biker Jacket,Brown,Blonde Bun,Monocle,48,,49,Wide,68,42,10342.849156918217,5994.0
1073,Kong #1073,Regular,Yellow,Biker Jacket,Red,Horse Jockey Hat,,30,,42,Regular,64,72,10362.39166684799,5357.0
1074,Kong #1074,Gold Saber Toothed,Purple,Dego Tee Blooded,Black,,,35,,40,Regular,87,47,10732.943774610914,1419.0
1075,Kong #1075,Tongue Out,Light Grey,Hawaii Shirt,Red,Blue Pigtails,,28,,42,Wide,59,30,10358.744955757993,5476.0
1076,Kong #1076,Tongue Out,Gold,Trippy Tee,Grey,Bowler,3D Glasses,40,,63,Angry Scar,38,51,10548.655077189294,2494.0
1077,Kong #1077,Saber Toothed,Brown,,White Noise,RKL Cap Forward,,64,,59,Wide,48,48,10244.827826845774,9659.0
1078,Kong #1078,Missing Teeth,Cyan,Trippy Tee,White Noise,Beanie,,25,,33,Closed Scar,29,44,10450.212073795225,3603.0
1079,Kong #1079,Regular,Dark Blue,,White Noise,,,36,,48,Closed,62,53,10225.2854184915,9921.0
1080,Kong #1080,Saber Toothed,Grey,Hawaii Shirt,Grey,,,32,,47,Sad,100,57,11650.64521561896,412.0
1081,Kong #1081,Scream,Gold,Biker Jacket,Sky Blue,,3D Glasses,31,,26,Angry Scar,59,63,10585.936737177963,2236.0
1082,Kong #1082,Shows Teeth,Light Blue,,White Noise,Cap Forward,,39,,38,Angry Wink,83,51,10630.241947157478,1969.0
1083,Kong #1083,Shows Teeth,Purple,,Grey,Russian Cap,3D Glasses,57,,65,Angry Scar,32,11,11208.55999713872,757.0
1084,Kong #1084,Tongue Out,Purple,Striped Tee,Brown,Bowler,,61,,49,Angry,35,44,10272.805860944234,8788.0
1085,Kong #1085,Regular,Dark Blue,Shaolin Vest,Grey,,,41,,88,Closed,42,67,11328.598631984221,646.0
1086,Kong #1086,Regular,Purple,Hawaii Shirt,Green,Winter Hat,,58,,38,Regular,66,70,10335.461360595185,6240.0
1087,Kong #1087,Scream,Purple,Hawaii Shirt,White Noise,Beanie,,58,,49,Angry,93,38,11884.821401159954,267.0
1088,Kong #1088,Missing Teeth,Grey,White Tee,Brown,,,38,,64,Angry,34,77,10415.149992273622,4118.0
1089,Kong #1089,Shows Teeth,Grey,Navy Suit,Red,Beanie,,47,,61,Wide Scar,71,38,10333.466057271738,6316.0
1090,Kong #1090,Drool,Yellow,Yellow Suit,Pink,Red Bandana,,70,,29,Bloodshot,53,28,10476.997486364544,3251.0
1091,Kong #1091,Missing Teeth,Yellow,Lab Coat,Green,,,51,,61,Wide,57,48,10293.024188441672,7973.0
1092,Kong #1092,Gold Scream,Light Blue,Lab Coat,Sky Blue,RKL Cap Sideways,,52,,72,Angry Wink,68,52,10412.528035881185,4166.0
1093,Kong #1093,Regular,Light Blue,Dego Tee Blooded,Brown,Blue Pigtails,Red Shades,78,,69,Closed,43,59,10487.219882767851,3131.0
1094,Kong #1094,Saber Toothed,Brown,Biker Jacket,Pink,Cap Forward,3D Glasses,47,,76,Angry,25,24,10556.272824546113,2429.0
1095,Kong #1095,Saber Toothed,Pink,Biker Jacket,Pink,,Blue Shades,37,,64,Wide,56,27,10347.045228367891,5860.0
1096,Kong #1096,Shows Teeth,Purple,Hawaii Shirt,Black,,,3,,47,Bloodshot,25,46,11700.99218983927,355.0
1097,Kong #1097,Scream,Red,Striped Tee,Sky Blue,RKL Cap Sideways,Gold Stud,72,,38,Angry Scar,67,61,10419.569534751123,4040.0
1098,Kong #1098,Ooh,Yellow,Striped Tee,Grey,Green Beret,,55,,42,Regular,44,38,10255.272554545305,9401.0
1099,Kong #1099,Referee,Light Grey,Striped Tee,Sky Blue,Russian Cap,,67,,69,Regular,72,45,10444.243404674855,3678.0
1100,Kong #1100,Kiss,Red,White Tee,Brown,Purple Bandana,Blue Shades,53,,46,Sad,80,59,10516.36982381598,2813.0
1101,Kong #1101,Gold Scream,Cyan,Dego Tee Blooded,Sky Blue,RKL Cap Forward,Broken Glasses,51,,53,Regular,49,54,10308.30157509954,7298.0
1102,Kong #1102,Saber Toothed,Light Grey,Dego Tee Blooded,Red,Chopsticks Bun,,86,,61,Wide,50,36,10907.410838903214,1026.0
1103,Kong #1103,Regular,Purple,Hawaii Shirt,Black,Green Beret,,40,,38,Closed,66,57,10291.634404966986,8032.0
1104,Kong #1104,Kiss,Dark Blue,Biker Jacket,Green,,,40,,61,Sad,24,60,10333.934816354726,6297.0
1105,Kong #1105,Diamond Teeth,Cyan,Robo Arm,Zebra,Banana,Eye Scanner,65,,65,Heterochromia,55,14,12137.95273226963,202.0
1106,Kong #1106,Tongue Out,Brown,Cyan Jersey,Red,Cap Forward,,34,,53,Wide Scar,70,51,10330.475729511758,6451.0
1107,Kong #1107,Kiss,Grey,,Green,,Vibe Glasses,48,,39,Wide,54,51,10237.819817493992,9785.0
1108,Kong #1108,Regular,Purple,Cheetah Dego Tee,Grey,Bowler,,83,,66,Angry,44,48,10644.950118681882,1884.0
1109,Kong #1109,Gold Scream,Brown,Striped Tee,Black,,Gold Stud,44,,46,Wide Scar,46,61,10294.768748132554,7892.0
1110,Kong #1110,Ooh,Brown,Hawaii Shirt,White Noise,Blonde Bun,3D Glasses,51,,69,Angry Wink,35,54,10335.807161742212,6222.0
1111,Kong #1111,Scream,Light Blue,Pimp Jacket,Crystal,,,76,,55,Regular,43,55,11012.760001455212,890.0
1112,Kong #1112,Gold Smirk,Light Grey,Shaolin Vest,Brown,Cap Forward,Vibe Glasses,55,,48,Angry Wink,41,42,10297.080811612192,7787.0
1113,Kong #1113,Scream,Red,,Aurora,Crown,Eye Patch,69,,19,Angry,64,14,11728.105619927037,338.0
1114,Kong #1114,Drool,Brown,Shirt And Tie,Black,,,50,,75,Wide Scar,18,49,10578.308749911752,2283.0
1115,Kong #1115,Ooh,Light Grey,Dress,Green,Blue Pigtails,,27,,33,Closed Scar,57,29,10442.183923001776,3709.0
1116,Kong #1116,Regular,Cyan,Shirt And Tie,Sky Blue,Chopsticks Bun,Broken Glasses,44,,48,Wide Scar,46,61,10318.967004734544,6903.0
1117,Kong #1117,Regular,Yellow,Striped Tee,Sky Blue,Purple Bandana,,25,,43,Wide,56,69,10391.207740637374,4595.0
1118,Kong #1118,Regular,Grey,Hawaii Shirt,Green,Cap Forward,,36,,55,Angry Wink,27,56,10327.990296113088,6539.0
1119,Kong #1119,Regular,Light Grey,Navy Suit,Sky Blue,Winter Hat,,61,,59,Regular,28,43,10330.902799628333,6433.0
1120,Kong #1120,Shows Teeth,Grey,,Pink,,Vibe Glasses,64,,16,Regular,54,51,10680.802111147621,1672.0
1121,Kong #1121,Regular,Pink,,Black,Blonde Bun,,73,,38,Wide Scar,51,28,10371.175946129913,5105.0
1122,Kong #1122,Gold Smirk,Brown,Biker Jacket,Sky Blue,,,48,,46,Wide,32,47,10251.335808436996,9502.0
1123,Kong #1123,Scream,Purple,Cyan Jersey,Brown,RKL Cap Sideways,,60,,43,Wide Scar,53,44,10250.166871100695,9536.0
1124,Kong #1124,Kiss,Grey,Tracksuit,Brown,RKL Cap Sideways,,11,,38,Closed,61,42,11147.861409047944,807.0
1125,Kong #1125,Regular,Purple,Trippy Tee,Grey,Beanie,3D Glasses,34,,47,Regular,31,48,10299.347821752905,7675.0
1126,Kong #1126,Tongue Out,Brown,Shirt And Tie,Sky Blue,,Gem Earring,15,,46,Wide Scar,22,54,10829.244048956605,1140.0
1127,Kong #1127,Tongue Out,Purple,,Green,Horse Jockey Hat,,37,,47,Wide Scar,47,60,10267.67383678082,8994.0
1128,Kong #1128,Scream,Purple,Hawaii Shirt,Red,,,60,,73,Regular,35,40,10333.894785287104,6300.0
1129,Kong #1129,Ooh,Purple,Hawaii Shirt,Brown,,,58,,66,Regular,46,46,10238.180895045103,9779.0
1130,Kong #1130,Kiss,Dark Blue,Trippy Tee,Brown,Red Bandana,,60,,0,Angry,50,50,11215.830669419522,753.0
1131,Kong #1131,Shows Teeth,Red,,Camo,Halo,,56,,23,Heterochromia,56,58,11086.805313686884,841.0
1132,Kong #1132,Regular,Grey,Biker Jacket,Sky Blue,RKL Cap Forward,,25,,42,Wide,60,56,10332.738068636529,6345.0
1133,Kong #1133,Regular,Brown,Dress,Sky Blue,,,61,,24,Regular,48,21,10502.503964037625,2963.0
1134,Kong #1134,Gold Scream,Yellow,Dress,Brown,Russian Cap,,50,,43,Wide Scar,18,48,10532.33305427705,2655.0
1135,Kong #1135,Full Beard,Dark Blue,Fusion Gi,Black,Ski Glasses,,76,,39,Closed,83,43,10801.11939466381,1201.0
1136,Kong #1136,Saber Toothed,Purple,Dego Tee Blooded,White Noise,,,40,,48,Wide,44,61,10241.692916780676,9719.0
1137,Kong #1137,Drool,Purple,,Grey,,Red Shades,61,,73,Wide,23,68,10488.122576396874,3120.0
1138,Kong #1138,Saber Toothed,Light Grey,Trippy Tee,Sky Blue,RKL Cap Sideways,,62,,42,Sad,53,30,10302.755734891383,7542.0
1139,Kong #1139,Saber Toothed,Grey,Hawaii Shirt,Sky Blue,,Red Shades,55,,46,Regular,40,58,10248.46761800906,9576.0
1140,Kong #1140,Regular,Gold,Shaolin Vest,Red,Ski Glasses,,35,,22,Angry Scar,61,40,10648.47148331259,1865.0
1141,Kong #1141,Tongue Out,Dark Blue,Biker Jacket,Black,Bowler,,42,,45,Wide Scar,44,72,10320.749576527525,6835.0
1142,Kong #1142,Scream,Red,Biker Jacket,Grey,RKL Cap Forward,Broken Glasses,14,,65,Regular,57,64,10686.62444132433,1642.0
1143,Kong #1143,Ooh,Gold,Trippy Tee,Grey,,Vibe Glasses,56,,45,Wide,25,45,10586.58796574476,2230.0
1144,Kong #1144,Gold Smirk,Grey,Dress,Sky Blue,,,44,,29,Wide,31,55,10324.155509178376,6698.0
1145,Kong #1145,Tongue Out,Purple,White Tee,Sky Blue,Bowler,,53,,37,Regular,86,45,10893.138434784913,1046.0
1146,Kong #1146,Scream,Gold,Green Kimono,Black,Tophat,Blue Shades,60,,61,Angry,59,26,10628.157385835426,1984.0
1147,Kong #1147,Referee,Gold,,Grey,,,62,,54,Angry,57,31,10518.5537170286,2789.0
1148,Kong #1148,Regular,Pink,White Tee,Sky Blue,,,70,,52,Regular,59,71,10324.883885447207,6675.0
1149,Kong #1149,Gold Saber Toothed,Pink,White Tee,Green,,Blue Shades,61,,72,Bloodshot,75,51,10438.18535706976,3755.0
1150,Kong #1150,Gold Saber Toothed,Purple,Biker Jacket,Black,Bowler,,46,,54,Wide,51,31,10273.144870025286,8773.0
1151,Kong #1151,Shows Teeth,Dark Blue,Hawaii Shirt,Brown,,,52,,64,Wide,39,43,10248.209358740876,9582.0
1152,Kong #1152,Shows Teeth,Light Grey,Fusion Vest,Gold,Mamba Band,Nose Ring,53,,54,Angry,29,44,11552.225552165382,484.0
1153,Kong #1153,Gold Saber Toothed,Yellow,,Black,Beanie,,50,,33,Angry Scar,49,53,10265.524969405647,9074.0
1154,Kong #1154,Saber Toothed,Purple,Cyan Jersey,Brown,Purple Bandana,,59,,65,Angry,66,21,10482.629085772443,3183.0
1155,Kong #1155,Regular,Light Blue,Fusion Gi,Sky Blue,,,69,,32,Regular,48,96,11712.731227664844,347.0
1156,Kong #1156,Tongue Out,Gold,Biker Jacket,Brown,Bowler,Exotic Earring,46,,63,Regular,37,55,10564.3820838095,2370.0
1157,Kong #1157,Kiss,Brown,Navy Suit,Pink,Ski Glasses,,67,,27,Closed,24,55,10458.934563329252,3496.0
1158,Kong #1158,Tongue Out,Brown,,White Noise,Cap Forward,,70,,48,Closed,40,30,10334.730748817174,6268.0
1159,Kong #1159,Regular,Light Grey,White Tee,Pink,,,51,,77,Angry Scar,42,15,10771.758912427305,1279.0
1160,Kong #1160,Scream,Dark Blue,Hawaii Shirt,Pink,Green Beret,,56,,56,Regular,59,100,11640.557539154332,427.0
1161,Kong #1161,Referee,Brown,Biker Jacket,Grey,,Gem Earring,65,,66,Closed Scar,48,50,10373.601766573636,5045.0
1162,Kong #1162,Shows Teeth,Yellow,Red Kimono,Grey,King Band,,48,,59,Angry Wink,68,54,10320.353133618142,6853.0
1163,Kong #1163,Ooh,Light Blue,,Grey,,,65,,48,Regular,33,65,10267.539057564882,9001.0
1164,Kong #1164,Regular,Purple,Hawaii Shirt,Pink,,,27,,69,Angry,16,41,10781.250819499204,1248.0
1165,Kong #1165,Ooh,Cyan,Cyan Jersey,Sky Blue,Purple Bandana,,38,,47,Bloodshot,48,48,10260.512295052698,9249.0
1166,Kong #1166,Full Beard,Brown,White Tee,Sky Blue,Purple Bandana,,65,,66,Closed,29,39,10367.854981319788,5193.0
1167,Kong #1167,Gold Smirk,Red,Cyan Jersey,Brown,Blue Pigtails,,63,,63,Angry,38,56,10310.97081879626,7193.0
1168,Kong #1168,Full Beard,Yellow,White Tee,White Noise,,,44,,28,Wide,44,43,10299.728896773553,7659.0
1169,Kong #1169,Kiss,Grey,Biker Jacket,Sky Blue,Bowler,,32,,67,Regular,55,57,10309.504431880581,7245.0
1170,Kong #1170,Scream,Pink,King Jersey,Camo,Banana,,63,,43,Regular,35,69,10967.926519611883,950.0
1171,Kong #1171,Gold Smirk,Dark Blue,Shirt And Tie,Green,,,66,,40,Wide,33,23,10408.754313267644,4227.0
1172,Kong #1172,Saber Toothed,Pink,Biker Jacket,Pink,Green Beret,,49,,48,Regular,60,78,10399.112270579973,4428.0
1173,Kong #1173,Full Beard,Light Grey,Trippy Tee,Brown,Russian Cap,,53,,60,Regular,32,66,10337.968173513473,6147.0
1174,Kong #1174,Gold Saber Toothed,Brown,Shaolin Vest,Pink,Purple Bandana,,50,,55,Regular,60,37,10272.813864771548,8787.0
1175,Kong #1175,Gold Smirk,Brown,,White Noise,Bowler,Blue Shades,68,,42,Angry,39,44,10292.988926436283,7978.0
1176,Kong #1176,Ooh,Red,Monk Robe,White Noise,Beanie,,85,,50,Angry Wink,58,60,10720.85151885227,1476.0
1177,Kong #1177,Missing Teeth,Grey,Fusion Gi,Black,Bowler,,46,,75,Sad,56,74,10465.932065070114,3406.0
1178,Kong #1178,Drool,Cyan,,White Noise,,Blue Shades,64,,21,Wide Scar,26,89,11463.064577416586,552.0
1179,Kong #1179,Gold Smirk,Red,,White Noise,,Blue Shades,61,,21,Bloodshot,62,45,10459.790029981747,3482.0
1180,Kong #1180,Kiss,Grey,RKL Tee,Red,Purple Bandana,Blue Shades,33,,44,Sad,73,79,10558.2073498664,2414.0
1181,Kong #1181,Shows Teeth,Pink,White Tee,White Noise,Beanie,,47,,78,Angry Wink,45,55,10396.520720267885,4493.0
1182,Kong #1182,Tongue Out,Pink,,Black,,,27,,30,Closed,45,24,10406.168419241185,4273.0
1183,Kong #1183,Gold Smirk,Grey,,Red,,,60,,22,Wide,23,82,10783.108287181958,1243.0
1184,Kong #1184,Cigar,Light Grey,RKL Tee,Brown,Horse Jockey Hat,Monocle,41,,44,Closed,61,29,10448.089637346284,3625.0
1185,Kong #1185,Gold Smirk,Grey,Biker Jacket,Black,,,54,,67,Sad,51,22,10378.432730778002,4929.0
1186,Kong #1186,Gold Smirk,Red,Dego Tee Blooded,Red,Beanie,,41,,46,Wide Scar,55,47,10244.675693100227,9662.0
1187,Kong #1187,Regular,Gold,White Tee,Sky Blue,,Exotic Earring,67,,34,Bloodshot,57,41,10568.478275486934,2345.0
1188,Kong #1188,Saber Toothed,Brown,Trippy Tee,Grey,,,75,,73,Angry,39,56,10433.775593928834,3826.0
1189,Kong #1189,Gold Smirk,Yellow,Dego Tee Blooded,Green,,,64,,32,Wide,18,35,10540.732211413544,2585.0
1190,Kong #1190,Saber Toothed,Dark Blue,,White Noise,Chopsticks Bun,,72,,55,Closed Scar,40,49,10330.306502075966,6459.0
1191,Kong #1191,Gold Smirk,Grey,Shaolin Vest,Red,,,33,,54,Wide,40,63,10281.039211641772,8470.0
1192,Kong #1192,Scream,Grey,King Jersey,Gold,Gold Horns,,49,,45,Regular,46,56,10977.396112917337,941.0
1193,Kong #1193,Shows Teeth,Purple,,Pink,Winter Hat,,68,,37,Wide,65,67,10328.637466116976,6513.0
1194,Kong #1194,Regular,Red,Cheetah Dego Tee,Grey,Chopsticks Bun,,71,,70,Wide,63,68,10429.876144110885,3885.0
1195,Kong #1195,Gold Scream,Pink,Dego Tee Blooded,Brown,RKL Cap Forward,,60,,43,Angry,51,72,10327.482063232883,6567.0
1196,Kong #1196,Ooh,Dark Blue,Cyan Jersey,White Noise,Horse Jockey Hat,,79,,54,Regular,58,53,10421.624401976713,4008.0
1197,Kong #1197,Gold Smirk,Light Grey,Striped Tee,Black,Horse Jockey Hat,,36,,47,Wide,45,54,10275.803742887003,8674.0
1198,Kong #1198,Diamond Teeth,Grey,Pimp Jacket,Aurora,Halo,,33,,30,Red Glow,53,56,11478.807500585774,535.0
1199,Kong #1199,Diamond Teeth,Dark Blue,King Jersey,Zebra,,Eye Scanner,56,,56,Red Glow,30,27,11570.668722512532,473.0
1200,Kong #1200,Full Beard,Pink,,Red,RKL Cap Forward,Blue Shades,88,,53,Closed Scar,47,54,11338.741375997875,635.0
1201,Kong #1201,Shows Teeth,Red,White Tee,Black,,,41,,62,Closed,42,29,10300.204688550872,7646.0
1202,Kong #1202,Ooh,Cyan,Biker Jacket,Brown,Russian Cap,,52,,58,Angry,60,37,10279.564196067498,8527.0
1203,Kong #1203,Regular,Dark Blue,Striped Tee,Green,RKL Cap Sideways,Blue Shades,39,,30,Bloodshot,73,38,10399.737146402187,4417.0
1204,Kong #1204,Referee,Cyan,Dego Tee Blooded,Brown,,,67,,50,Wide,33,48,10309.326615427712,7255.0
1205,Kong #1205,Full Beard,Yellow,,Grey,Beanie,,54,,71,Bloodshot,58,59,10319.278839875149,6892.0
1206,Kong #1206,Ooh,Light Blue,,White Noise,Horse Jockey Hat,,53,,60,Wide Scar,24,36,10335.766597617956,6227.0
